,MonthlyCharges,TotalCharges,Churn
5054,54.45,3674.95,No
5055,25.1,1275.6,No
5056,84.7,5893.9,No
5057,75.85,724.65,No
5058,48.8,1536.75,No
5059,99.15,3615.6,Yes
5060,35.2,607.3,No
5061,76.25,4154.55,No
5062,55.9,2184.35,Yes
5063,82.35,1852.85,Yes
5064,40.4,77.15,Yes
5065,24.9,847.8,No
5066,54.3,2390.45,No
5067,66.3,1923.5,No
5068,20.9,1493.2,No
5069,75.35,338.1,Yes
5070,85.15,3030.6,Yes
5071,75.35,75.35,No
5072,104.45,2184.85,No
5073,49.45,1031.4,No
5074,19.45,921.3,No
5075,92.15,3875.4,No
5076,93.8,3124.5,Yes
5077,19.85,144.15,No
5078,100.25,6689,No
5079,95.7,1451.1,No
5080,93.15,6368.2,No
5081,69.7,3729.6,No
5082,19.8,350.1,No
5083,71.35,2847.2,No
5084,20.75,452.35,No
5085,40.6,1494.5,No
5086,20.4,930.45,Yes
5087,20.35,41.85,No
5088,19.75,1272.05,No
5089,54.4,475.1,No
5090,94.7,673.1,Yes
5091,30.5,208.7,Yes
5092,20.45,150.75,No
5093,66.15,3199,No
5094,89.85,5844.65,No
5095,45.05,2462.6,No
5096,86.85,6263.8,No
5097,96.75,3403.4,No
5098,77.0,237.75,Yes
5099,20.1,221.35,Yes
5100,75.3,75.3,Yes
5101,106.65,1672.1,No
5102,110.15,7881.2,No
5103,82.85,2320.8,No
5104,20.1,370.5,No
5105,99.2,4062.2,Yes
5106,59.45,3043.7,No
5107,58.6,2723.4,No
5108,49.7,1081.25,No
5109,65.85,4097.05,No
5110,73.5,632.2,No
5111,85.5,4042.3,Yes
5112,20.05,164.85,Yes
5113,113.65,8166.8,No
5114,83.4,4113.7,No
5115,65.65,3047.15,No
5116,70.4,70.4,Yes
5117,61.35,4193.4,No
5118,85.9,3729.75,No
5119,75.65,399.45,No
5120,49.75,331.3,Yes
5121,70.9,1964.6,No
5122,49.85,1336.15,No
5123,75.3,1147.45,Yes
5124,20.1,486.05,No
5125,94.0,1078.9,Yes
5126,103.05,5925.75,No
5127,118.35,7804.15,Yes
5128,99.7,4747.2,No
5129,81.9,1028.9,No
5130,30.45,226.45,Yes
5131,96.1,4364.1,Yes
5132,66.2,4692.55,No
5133,104.25,2433.9,Yes
5134,80.2,1217.25,Yes
5135,19.75,19.75,No
5136,72.6,154.3,No
5137,116.5,6382.55,No
5138,106.8,7623.2,No
5139,24.95,1261.45,No
5140,89.25,89.25,No
5141,19.25,86.05,No
5142,104.55,6779.05,No
5143,87.2,4345,No
5144,30.75,82.85,No
5145,25.7,1714.55,No
5146,86.2,893.2,No
5147,30.1,810.85,No
5148,99.35,6347.55,No
5149,19.2,1123.65,No
5150,20.1,43.15,No
5151,20.35,35.1,No
5152,25.65,1388,No
5153,94.55,3851.45,No
5154,104.2,1743.5,Yes
5155,94.4,2638.1,No
5156,56.1,946.95,No
5157,68.25,1114.85,No
5158,24.75,1777.6,No
5159,76.25,684.85,No
5160,74.35,74.35,No
5161,54.15,1312.45,No
5162,19.45,159.2,No
5163,34.95,610.2,No
5164,53.65,404.35,No
5165,69.65,69.65,Yes
5166,104.0,6363.45,No
5167,70.35,4124.65,No
5168,80.8,713.1,Yes
5169,64.85,950.75,No
5170,19.65,19.65,No
5171,45.9,505.95,No
5172,20.0,1149.65,No
5173,44.8,169.65,No
5174,80.3,526.7,Yes
5175,20.35,393.15,No
5176,45.8,1147,No
5177,84.1,3021.6,Yes
5178,108.95,5718.2,No
5179,69.35,191.35,Yes
5180,64.35,4539.6,No
5181,90.8,6397.6,No
5182,24.95,280.4,No
5183,79.6,2718.3,Yes
5184,84.7,5711.05,No
5185,70.8,3478.15,No
5186,36.45,36.45,Yes
5187,104.4,4133.95,No
5188,101.5,2917.65,No
5189,54.3,54.3,No
5190,103.95,2964.8,No
5191,91.1,2198.3,No
5192,19.95,1189.9,No
5193,26.45,1914.5,No
5194,89.4,2001.5,Yes
5195,75.1,5336.35,No
5196,108.1,7238.6,No
5197,110.15,7998.8,No
5198,80.35,3825.85,Yes
5199,111.5,5703.25,No
5200,106.5,7397,No
5201,19.9,164.6,No
5202,111.1,6555.2,No
5203,70.7,225.65,No
5204,24.85,955.75,No
5205,91.2,3382.3,No
5206,65.6,2313.8,No
5207,40.65,933.3,Yes
5208,59.45,780.85,No
5209,109.95,7852.4,No
5210,60.45,3184.25,Yes
5211,84.9,764.95,Yes
5212,38.5,2763,No
5213,92.55,1614.7,No
5214,73.55,145.4,Yes
5215,20.15,156.25,Yes
5216,34.7,1604.5,Yes
5217,24.5,270.15,No
5218,19.7, ,No
5219,20.6,20.6,No
5220,58.0,1734.5,No
5221,107.45,7047.5,No
5222,65.5,573.15,No
5223,25.45,1538.6,No
5224,100.15,4459.8,No
5225,104.45,7459,No
5226,21.15,306.05,No
5227,96.2,639.7,No
5228,44.4,348.15,No
5229,107.55,4533.9,Yes
5230,94.35,5563.65,No
5231,98.75,1587.55,Yes
5232,20.3,40.25,No
5233,101.15,842.9,Yes
5234,105.75,4228.55,No
5235,81.15,784.45,No
5236,89.55,3729.75,No
5237,54.75,1406.9,No
5238,53.75,1857.3,No
5239,105.75,7322.5,No
5240,105.85,6725.5,No
5241,64.2,3627.3,No
5242,88.7,1761.45,Yes
5243,87.7,1725.95,No
5244,89.3,4192.15,No
5245,20.15,1411.2,No
5246,79.75,164.5,Yes
5247,94.55,2724.6,Yes
5248,20.05,264.55,No
5249,67.2,4671.7,No
5250,94.55,1173.55,No
5251,69.05,318.5,Yes
5252,107.5,7713.55,No
5253,73.0,2471.25,No
5254,114.75,7842.3,No
5255,76.05,2227.8,No
5256,96.25,4990.25,Yes
5257,101.1,3744.05,Yes
5258,104.7,7220.35,Yes
5259,77.9,2351.45,No
5260,90.65,2989.6,No
5261,110.45,6077.75,No
5262,68.7,4070.95,No
5263,44.85,2479.05,No
5264,29.8,2134.3,No
5265,88.9,6000.1,No
5266,58.75,2203.1,No
5267,19.85,183.15,No
5268,86.9,6194.1,No
5269,59.65,638.95,No
5270,55.25,2139.2,Yes
5271,66.4,831.75,No
5272,90.1,521.3,Yes
5273,20.15,1337.5,No
5274,108.1,7181.95,No
5275,53.75,608,Yes
5276,56.9,2560.1,No
5277,89.3,577.6,Yes
5278,109.6,5953,No
5279,25.15,1790.15,No
5280,79.15,2531.4,No
5281,66.75,4760.3,No
5282,95.2,292.85,Yes
5283,48.8,953.65,No
5284,45.7,198,Yes
5285,80.7,5705.05,No
5286,74.5,609.9,Yes
5287,20.55,20.55,No
5288,79.65,79.65,Yes
5289,115.1,6993.65,No
5290,59.7,4122.65,No
5291,86.45,5762.95,No
5292,33.7,1537.85,No
5293,80.1,2603.3,No
5294,104.05,5566.4,No
5295,108.75,5431.9,No
5296,41.1,2258.25,No
5297,20.35,1092.35,No
5298,105.9,6401.25,No
5299,101.3,2812.2,Yes
5300,80.05,80.05,Yes
5301,89.2,2698.35,Yes
5302,65.5,616.9,No
5303,40.45,1912.85,No
5304,70.45,849.1,No
5305,78.8,3460.3,No
5306,83.65,1465.75,Yes
5307,90.1,90.1,No
5308,82.45,5555.3,No
5309,20.25,1278.8,No
5310,66.25,2907.35,No
5311,19.5,146.3,Yes
5312,51.25,51.25,Yes
5313,89.7,4952.95,No
5314,64.55,4504.9,No
5315,45.6,45.6,Yes
5316,93.65,4520.15,No
5317,49.65,267.35,Yes
5318,73.6,2316.85,No
5319,109.75,8075.35,No
5320,61.45,2302.35,No
5321,106.4,7251.9,No
5322,81.9,2078.55,No
5323,105.2,6225.4,No
5324,54.6,1242.25,No
5325,20.55,99.45,No
5326,20.0,288.05,Yes
5327,19.7,599.25,No
5328,66.05,3462.1,No
5329,34.0,853,Yes
5330,92.5,934.1,Yes
5331,54.05,2375.2,No
5332,58.9,2813.05,No
5333,88.35,1222.8,Yes
5334,107.95,5293.2,Yes
5335,96.9,6314.35,No
5336,19.1,19.1,No
5337,50.0,1003.05,No
5338,45.4,1593.1,No
5339,85.45,2509.95,No
5340,84.1,3187.65,No
5341,74.45,74.45,Yes
5342,64.75,2345.2,Yes
5343,66.25,3330.1,No
5344,76.9,5522.7,No
5345,89.8,2335.3,Yes
5346,74.6,4798.4,No
5347,116.95,8594.4,No
5348,40.65,970.55,No
5349,114.35,7665.8,No
5350,69.7,3686.05,No
5351,95.5,1115.15,Yes
5352,98.65,2537,No
5353,61.65,1393.6,No
5354,89.35,89.35,No
5355,95.4,4445.3,No
5356,35.4,978.6,No
5357,19.95,1258.15,No
5358,19.25,331.35,No
5359,29.65,291.4,Yes
5360,84.5,453.75,Yes
5361,20.4,84.75,No
5362,24.75,1715.1,No
5363,25.35,1715.15,No
5364,90.7,1597.25,Yes
5365,20.0,1250.1,No
5366,59.75,3996.8,No
5367,82.5,5215.1,No
5368,70.3,235.5,Yes
5369,20.35,673.2,No
5370,90.8,1442.2,No
5371,103.95,5639.05,Yes
5372,104.95,5222.35,No
5373,105.25,7291.75,No
5374,74.75,799.65,Yes
5375,50.8,50.8,Yes
5376,23.75,424.5,No
5377,61.3,249.4,No
5378,75.8,4415.75,No
5379,98.0,5270.6,No
5380,80.25,144.55,Yes
5381,78.9,2447.95,Yes
5382,52.0,2884.9,No
5383,84.75,3050.15,Yes
5384,64.4,253,No
5385,85.45,4517.25,Yes
5386,45.8,436.2,No
5387,30.5,118.4,No
5388,19.9,19.9,Yes
5389,69.15,3649.6,No
5390,99.45,1200.15,Yes
5391,49.25,255.6,No
5392,39.35,2395.05,No
5393,70.6,70.6,Yes
5394,105.1,5083.55,No
5395,81.0,389.6,Yes
5396,20.1,644.5,No
5397,84.85,523.5,Yes
5398,19.75,39.3,No
5399,19.75,989.05,No
5400,70.4,2406.1,No
5401,20.45,638.55,No
5402,20.35,191.1,No
5403,86.2,4524.05,No
5404,95.65,4664.2,No
5405,103.8,3470.8,No
5406,97.2,6910.3,No
5407,63.55,4014.2,No
5408,24.95,1288,No
5409,89.15,2277.65,Yes
5410,99.0,6375.8,No
5411,24.8,24.8,Yes
5412,85.55,5251.75,No
5413,94.0,1505.45,No
5414,105.65,6903.1,Yes
5415,50.3,913.3,No
5416,95.0,5535.8,No
5417,61.4,815.55,No
5418,80.55,1411.65,No
5419,78.5,5602.25,No
5420,114.3,8244.3,No
5421,20.05,741.5,No
5422,62.65,4375.8,No
5423,80.85,1008.7,Yes
5424,92.7,5968.4,No
5425,100.45,3096.9,No
5426,75.2,3901.25,No
5427,84.75,2613.4,No
5428,89.45,853.1,Yes
5429,79.5,5661.7,No
5430,72.15,794.25,Yes
5431,19.8,695.05,No
5432,76.4,160.8,Yes
5433,100.9,5552.05,No
5434,95.3,3275.15,No
5435,90.95,4236.6,No
5436,54.5,54.5,No
5437,61.6,1174.35,Yes
5438,79.9,741.7,Yes
5439,96.15,3019.25,Yes
5440,49.6,962.9,No
5441,65.3,4759.75,Yes
5442,25.0,1498.35,No
5443,45.45,1233.15,No
5444,107.75,4882.8,No
5445,89.1,5411.65,No
5446,19.65,19.65,Yes
5447,44.75,148.05,No
5448,101.6,3930.55,No
5449,103.15,6895.5,No
5450,84.65,84.65,Yes
5451,95.65,6856.95,No
5452,75.1,2658.8,No
5453,61.35,3766.2,No
5454,69.55,69.55,Yes
5455,19.7,129.55,No
5456,31.05,347.25,Yes
5457,51.0,581.7,No
5458,51.0,354.05,Yes
5459,88.85,929.45,No
5460,20.05,679,No
5461,65.1,3846.75,No
5462,70.15,4480.7,No
5463,44.35,44.35,Yes
5464,20.75,499.4,No
5465,56.05,1553.2,No
5466,19.95,219.5,No
5467,98.6,5311.85,No
5468,79.7,586.05,Yes
5469,79.0,2576.8,No
5470,89.45,6435.25,No
5471,74.2,1993.25,No
5472,81.0,1923.85,No
5473,49.6,939.8,No
5474,84.6,84.6,No
5475,55.0,3092.65,Yes
5476,84.85,415.55,Yes
5477,84.2,5986.55,No
5478,106.3,5487,No
5479,69.05,651.5,No
5480,45.4,45.4,No
5481,73.65,73.65,Yes
5482,73.9,2405.05,Yes
5483,77.75,4458.15,Yes
5484,99.35,6856.45,No
5485,50.75,50.75,No
5486,87.1,4735.2,No
5487,20.15,682.15,No
5488,98.7,4525.8,No
5489,25.2,321.05,No
5490,55.7,335.65,No
5491,65.35,1424.4,No
5492,25.3,1748.55,No
5493,84.35,474.9,Yes
5494,84.95,668.4,Yes
5495,73.85,926.25,Yes
5496,24.25,1077.95,No
5497,51.8,2541.25,Yes
5498,46.0,46,Yes
5499,79.4,1156.1,Yes
5500,60.5,3694.45,No
5501,25.1,382.8,No
5502,71.8,1167.8,Yes
5503,20.05,746.75,No
5504,88.4,3912.9,Yes
5505,30.25,368.85,No
5506,20.2,20.2,No
5507,59.9,1654.7,No
5508,25.15,1940.85,No
5509,46.0,221.7,Yes
5510,101.3,1794.65,No
5511,76.95,5289.8,No
5512,55.3,501.2,No
5513,92.45,6140.85,No
5514,48.45,48.45,No
5515,19.35,309.25,No
5516,51.75,201.1,Yes
5517,86.7,6179.35,No
5518,94.4,2838.7,Yes
5519,55.7,55.7,No
5520,84.25,4589.85,No
5521,64.65,3735.45,No
5522,70.15,70.15,Yes
5523,69.2,477.55,No
5524,54.65,2553.7,No
5525,24.75,1342.15,No
5526,23.95,1216.35,No
5527,105.0,7578.05,No
5528,59.85,2603.95,No
5529,20.05,42.7,No
5530,92.15,6056.9,No
5531,44.8,2983.65,No
5532,20.9,689.35,No
5533,95.4,2025.1,No
5534,80.35,1747.2,No
5535,85.1,4657.95,No
5536,34.7,296.1,Yes
5537,115.05,8016.6,No
5538,81.1,81.1,Yes
5539,19.95,433.5,No
5540,20.55,20.55,Yes
5541,106.6,6428.4,Yes
5542,86.15,5883.85,No
5543,78.85,1043.8,No
5544,106.75,6252.9,Yes
5545,86.55,1857.25,No
5546,42.4,146.4,No
5547,89.45,240.45,Yes
5548,24.25,1724.15,No
5549,97.9,315.3,Yes
5550,20.5,429.55,No
5551,19.6,356.15,No
5552,20.25,488.25,No
5553,55.7,55.7,Yes
5554,20.6,1298.7,No
5555,19.8,1378.75,No
5556,79.8,973.45,Yes
5557,80.2,384.25,No
5558,116.4,8543.25,No
5559,31.65,389.95,No
5560,94.15,5731.85,No
5561,20.65,20.65,No
5562,76.85,4275.75,No
5563,20.15,84.5,No
5564,55.25,1924.1,No
5565,39.05,669.85,Yes
5566,82.15,5784.3,No
5567,103.0,5166.2,No
5568,95.1,4060.55,No
5569,83.9,267.4,Yes
5570,95.15,3532.85,No
5571,79.8,4914.8,No
5572,74.8,5315.8,No
5573,69.85,69.85,Yes
5574,20.45,775.6,No
5575,78.35,5445.95,No
5576,53.55,53.55,Yes
5577,19.1,1007.8,No
5578,20.0,833.55,No
5579,93.9,6579.05,Yes
5580,19.95,1004.5,No
5581,113.15,7856,Yes
5582,24.0,1183.05,No
5583,84.95,2169.75,Yes
5584,80.5,896.9,Yes
5585,19.3,19.3,Yes
5586,19.15,501.35,No
5587,91.3,4126.35,No
5588,49.65,49.65,Yes
5589,54.35,2460.15,Yes
5590,19.15,477.6,No
5591,88.45,370.65,Yes
5592,19.75,265.75,No
5593,75.5,2424.45,No
5594,83.75,1849.95,No
5595,19.4,61.05,No
5596,26.5,1698.55,No
5597,90.5,1910.6,Yes
5598,19.15,998.1,No
5599,94.85,890.6,Yes
5600,69.95,529.5,Yes
5601,40.9,1383.6,No
5602,80.25,493.4,No
5603,48.6,48.6,Yes
5604,70.8,1207,No
5605,60.2,563.5,No
5606,55.2,864.55,No
5607,55.8,2109.35,Yes
5608,54.15,701.05,No
5609,80.15,2265.25,Yes
5610,75.5,220.6,Yes
5611,100.4,5749.8,No
5612,62.55,2796.45,No
5613,70.45,5165.7,No
5614,85.5,5696.6,No
5615,20.2,20.2,Yes
5616,54.5,2076.05,No
5617,20.75,44.2,No
5618,20.35,215.25,No
5619,91.0,1859.5,No
5620,104.8,7470.1,No
5621,74.75,229.5,Yes
5622,104.05,2470.1,Yes
5623,51.1,2092.9,No
5624,89.8,5629.55,No
5625,20.55,469.85,No
5626,64.05,733.95,No
5627,74.85,485.25,No
5628,96.65,1244.5,Yes
5629,20.05,20.05,Yes
5630,103.45,3994.45,Yes
5631,25.0,78.25,No
5632,20.3,1131.5,No
5633,26.35,184.05,No
5634,19.9,19.9,Yes
5635,54.7,1178.75,No
5636,46.35,667.7,Yes
5637,90.25,5629.15,No
5638,19.95,19.95,Yes
5639,20.65,109.3,No
5640,79.6,79.6,Yes
5641,25.45,958.45,No
5642,19.5,403.15,No
5643,75.9,75.9,Yes
5644,76.2,76.2,Yes
5645,66.15,4392.5,No
5646,19.25,19.25,Yes
5647,69.1,3168,No
5648,39.1,1096.6,No
5649,20.05,669.45,No
5650,59.8,2343.85,No
5651,84.3,3588.4,Yes
5652,48.6,48.6,No
5653,79.0,522.95,Yes
5654,105.35,7511.9,No
5655,25.1,1725,No
5656,49.75,49.75,No
5657,94.75,1691.9,No
5658,93.0,2248.05,No
5659,71.9,4479.2,No
5660,77.55,3471.1,No
5661,19.85,63,No
5662,70.25,70.25,Yes
5663,95.25,3314.15,No
5664,84.6,865.55,Yes
5665,25.05,852.7,No
5666,53.15,1930.9,No
5667,20.15,91.4,No
5668,101.25,3949.15,No
5669,100.55,4304,No
5670,24.1,409.9,Yes
5671,25.3,1554.9,No
5672,71.8,3472.05,No
5673,19.7,117.8,No
5674,49.85,3210.35,No
5675,69.6,207.4,No
5676,19.75,19.75,No
5677,80.8,3132.75,No
5678,60.0,60,Yes
5679,86.55,649.65,Yes
5680,20.85,20.85,Yes
5681,64.2,2106.3,No
5682,35.0,35,No
5683,50.75,2011.4,Yes
5684,105.5,6205.5,Yes
5685,19.2,903.7,No
5686,85.15,503.6,Yes
5687,90.65,3882.3,No
5688,20.0,879.8,No
5689,74.65,383.65,No
5690,61.2,4390.25,No
5691,19.95,68.2,No
5692,54.8,452.8,No
5693,73.45,5329,No
5694,51.45,1758.9,No
5695,80.45,5737.6,No
5696,54.2,1152.7,Yes
5697,109.5,7674.55,Yes
5698,104.4,2157.95,Yes
5699,85.3,1219.85,No
5700,79.3,2414.55,No
5701,76.5,1155.6,No
5702,105.1,7548.1,Yes
5703,25.4,1809.35,No
5704,86.85,1564.4,No
5705,19.65,19.65,No
5706,75.7,75.7,Yes
5707,45.55,84.4,No
5708,78.1,864.85,No
5709,19.3,228.75,No
5710,110.5,7752.05,No
5711,90.8,1951,Yes
5712,20.3,470.6,No
5713,81.35,4060.9,No
5714,97.95,384.5,Yes
5715,108.15,3432.9,Yes
5716,55.3,108.65,No
5717,56.55,3952.65,No
5718,80.5,463.05,Yes
5719,19.7,494.05,No
5720,104.05,3416.85,No
5721,52.85,1498.65,No
5722,104.3,2867.75,Yes
5723,80.65,4807.35,No
5724,71.35,71.35,Yes
5725,24.65,471.35,No
5726,21.3,1041.8,No
5727,110.2,7689.8,No
5728,89.4,1132.35,Yes
5729,51.05,1815,No
5730,19.8,1311.3,No
5731,19.9,199.45,No
5732,87.3,1637.3,No
5733,19.85,1326.35,No
5734,89.4,6376.55,No
5735,20.0,935.9,No
5736,20.05,20.05,No
5737,83.25,1611.15,No
5738,20.6,20.6,Yes
5739,102.9,6989.7,No
5740,39.1,2779.5,No
5741,99.95,1931.75,Yes
5742,114.5,8331.95,No
5743,20.2,735.9,No
5744,55.8,2283.3,No
5745,24.2,1445.2,No
5746,81.0,818.05,Yes
5747,72.8,2333.05,No
5748,99.85,1992.55,No
5749,99.5,5890,No
5750,70.15,916.75,Yes
5751,20.25,1029.8,No
5752,26.0,1796.55,No
5753,19.9,33.7,No
5754,19.05,454.05,No
5755,96.5,1392.25,No
5756,19.85,1049.6,No
5757,25.7,734.6,No
5758,20.3,475.1,No
5759,70.15,70.15,Yes
5760,91.55,1540.05,No
5761,39.4,1978.65,No
5762,105.7,3181.8,No
5763,70.25,229.7,No
5764,93.75,5625.55,No
5765,96.55,6581.9,Yes
5766,60.0,1347.15,No
5767,59.8,3808.2,No
5768,90.65,3974.15,No
5769,109.0,7661.8,No
5770,68.1,2479.25,No
5771,20.4,266.6,No
5772,81.95,5601.4,No
5773,60.55,1982.6,No
5774,65.6,339.9,No
5775,82.5,4828.05,No
5776,82.3,5980.55,No
5777,68.15,4808.7,No
5778,20.3,20.3,No
5779,95.55,3692.85,Yes
5780,20.2,1068.15,No
5781,89.2,2383.6,No
5782,69.65,69.65,Yes
5783,89.3,89.3,Yes
5784,74.8,1438.05,No
5785,20.2,917.45,No
5786,84.4,6096.45,No
5787,87.55,3078.1,Yes
5788,25.15,99.95,No
5789,19.8,475.2,No
5790,50.85,2036.55,No
5791,102.4,6444.05,No
5792,96.3,1426.75,Yes
5793,55.5,767.55,No
5794,109.75,7932.5,No
5795,106.4,4040.65,No
5796,60.0,2768.65,No
5797,88.8,1672.35,No
5798,85.2,474.8,Yes
5799,35.1,446.1,Yes
5800,80.05,1345.65,No
5801,75.55,2425.4,No
5802,49.55,2077.95,No
5803,81.3,416.3,Yes
5804,23.9,1663.5,No
5805,66.4,1286.05,No
5806,19.6,35.85,Yes
5807,18.8,1094.35,No
5808,108.4,7719.5,No
5809,85.95,514.6,No
5810,85.45,1451.6,Yes
5811,80.9,4932.5,No
5812,71.0,71,Yes
5813,111.8,5443.65,No
5814,20.6,330.25,No
5815,85.05,746.5,Yes
5816,44.6,122.7,No
5817,44.4,44.4,Yes
5818,105.1,6631.85,No
5819,115.15,8250,No
5820,59.8,3561.15,No
5821,26.3,1763.55,No
5822,70.55,2419,No
5823,20.05,470.2,No
5824,79.85,5234.95,No
5825,70.3,70.3,Yes
5826,79.35,79.35,Yes
5827,90.05,3097,No
5828,24.45,1709.1,No
5829,59.95,1848.8,No
5830,25.35,723.3,No
5831,90.8,809.75,Yes
5832,70.45,1470.95,Yes
5833,34.3,577.15,No
5834,105.05,6914.95,No
5835,19.3,602.9,No
5836,19.15,124.4,No
5837,51.4,96.8,No
5838,71.85,3827.9,No
5839,75.4,533.05,No
5840,49.7,2961.4,No
5841,45.25,3264.45,Yes
5842,78.75,995.35,No
5843,81.6,2815.25,No
5844,70.4,154.8,No
5845,75.8,246.3,Yes
5846,76.1,257.6,No
5847,94.0,5757.2,No
5848,103.95,7517.7,No
5849,19.95,1234.8,No
5850,71.3,1389.2,Yes
5851,110.8,3836.3,No
5852,69.1,1474.75,Yes
5853,96.1,6001.45,No
5854,48.8,720.1,No
5855,50.55,2832.75,No
5856,44.65,472.25,No
5857,88.25,1460.65,Yes
5858,19.45,1336.35,No
5859,89.3,6388.65,No
5860,70.0,153.05,Yes
5861,19.25,677.9,No
5862,70.5,1165.6,No
5863,97.35,2119.5,Yes
5864,19.65,921.55,No
5865,20.85,72,No
5866,19.65,68.35,No
5867,19.35,847.25,No
5868,44.0,44,No
5869,94.4,4295.35,No
5870,25.9,135,Yes
5871,55.65,1400.55,Yes
5872,69.65,69.65,Yes
5873,75.4,1380.4,No
5874,100.6,1060.2,Yes
5875,71.0,4386.2,No
5876,86.0,86,Yes
5877,106.95,5785.5,Yes
5878,21.2,52.05,No
5879,61.05,2018.4,No
5880,29.6,79.45,Yes
5881,79.95,2727.3,No
5882,19.7,263.65,No
5883,20.3,275.4,No
5884,59.9,2816.65,Yes
5885,24.35,538.5,No
5886,19.75,948.9,No
5887,50.3,846.8,No
5888,95.6,4783.5,Yes
5889,50.25,2997.45,No
5890,85.35,5897.4,No
5891,41.6,470.6,Yes
5892,51.65,524.5,No
5893,24.0,269.65,No
5894,100.85,4740,Yes
5895,59.85,2341.5,No
5896,25.45,1789.65,No
5897,23.9,1626.4,No
5898,24.15,800.3,No
5899,75.7,5060.85,No
5900,40.2,1448.8,Yes
5901,84.5,4254.85,Yes
5902,50.85,466.6,No
5903,91.6,4627.8,No
5904,98.9,6838.6,No
5905,85.0,85,No
5906,78.95,1101.85,Yes
5907,44.3,44.3,No
5908,20.2,20.2,Yes
5909,80.2,4297.6,No
5910,60.9,414.1,No
5911,34.2,256.6,No
5912,85.2,3969.35,Yes
5913,87.15,2274.1,No
5914,54.3,1296.8,No
5915,19.1,1268.85,No
5916,112.75,8192.6,No
5917,19.95,59.25,No
5918,19.5,1147.85,No
5919,65.55,4361.55,No
5920,78.8,2006.1,No
5921,78.2,2078.95,No
5922,105.25,7609.75,No
5923,89.25,487.05,No
5924,20.65,1218.45,No
5925,68.7,1416.2,No
5926,78.65,483.3,No
5927,24.75,1234.6,No
5928,19.75,1311.6,No
5929,89.1,5618.3,No
5930,84.7,6185.15,No
5931,98.0,1237.85,Yes
5932,94.45,498.1,Yes
5933,105.0,294.45,Yes
5934,93.85,2381.55,Yes
5935,59.9,788.35,No
5936,19.95,756.4,No
5937,84.0,613.4,Yes
5938,108.9,3625.2,No
5939,33.6,550.35,No
5940,85.85,4793.8,No
5941,34.85,1267.2,No
5942,48.75,442.2,Yes
5943,84.85,84.85,Yes
5944,56.65,654.85,Yes
5945,95.3,5567.45,No
5946,73.9,3160.55,Yes
5947,24.5,740.3,Yes
5948,84.6,5706.2,No
5949,44.95,3085.35,No
5950,24.7,24.7,No
5951,100.3,3541.4,No
5952,25.45,84.2,No
5953,50.7,50.7,No
5954,55.0,1165.55,No
5955,68.4,4855.35,No
5956,89.9,2806.9,Yes
5957,78.55,1422.65,Yes
5958,55.05,608.15,No
5959,19.8,641.35,No
5960,84.45,4959.15,No
5961,35.9,35.9,No
5962,80.75,1321.3,No
5963,78.65,1663.75,No
5964,61.75,3024.15,No
5965,63.7,2188.5,No
5966,99.45,4138.05,Yes
5967,25.2,102.5,Yes
5968,74.05,872.65,Yes
5969,87.6,2724.25,No
5970,89.15,413.25,No
5971,20.0,1374.2,No
5972,55.0,757.1,Yes
5973,104.4,6692.65,No
5974,20.05,218.5,No
5975,89.75,608.8,Yes
5976,34.3,1004.75,No
5977,20.65,1125.6,No
5978,84.25,3847.6,No
5979,19.65,978,No
5980,79.85,1387.35,No
5981,20.2,746.05,No
5982,19.8,304.6,No
5983,50.35,1098.85,No
5984,85.15,1139.2,Yes
5985,74.6,4368.95,No
5986,79.15,827.7,No
5987,20.35,20.35,No
5988,21.05,262.05,No
5989,94.6,279.55,Yes
5990,94.7,3512.5,No
5991,94.25,1483.25,Yes
5992,72.45,4653.85,Yes
5993,74.95,151.75,No
5994,105.2,4400.75,Yes
5995,111.95,8033.1,No
5996,19.85,1253.65,No
5997,89.75,552.65,No
5998,20.05,1036,No
5999,108.95,4025.5,No
6000,19.65,928.4,No
6001,24.9,24.9,No
6002,82.85,460.25,Yes
6003,93.2,6506.15,No
6004,84.8,5598.3,No
6005,71.75,4374.55,No
6006,30.35,678.75,No
6007,54.85,2191.7,No
6008,19.5,239.75,No
6009,103.85,5485.5,Yes
6010,24.2,609.05,No
6011,19.35,683.75,No
6012,83.6,404.2,Yes
6013,100.65,5189.75,No
6014,94.1,5060.9,No
6015,74.55,233.65,No
6016,108.45,7176.55,Yes
6017,56.15,291.45,No
6018,20.35,689.75,No
6019,80.55,3263.9,No
6020,61.25,1993.2,No
6021,20.45,254.5,No
6022,18.9,347.65,No
6023,19.6,967.9,No
6024,91.5,242.95,Yes
6025,45.2,1841.9,No
6026,19.45,232.1,No
6027,25.45,809.25,No
6028,80.85,866.45,Yes
6029,94.9,360.55,No
6030,49.05,2076.2,Yes
6031,29.3,355.9,No
6032,105.3,7299.65,Yes
6033,88.95,2291.2,Yes
6034,20.25,129.15,No
6035,110.85,7491.75,Yes
6036,110.5,5835.5,No
6037,109.4,7031.45,No
6038,114.2,7723.9,Yes
6039,36.5,1032,Yes
6040,70.75,70.75,Yes
6041,19.95,109.6,No
6042,19.6,727.8,No
6043,40.15,130.75,Yes
6044,76.6,893,No
6045,19.6,763.1,No
6046,85.3,781.4,No
6047,65.85,902.25,No
6048,94.45,2653.65,Yes
